Maximum,194.2,@,No.951,,,,,,
Minimum,-0.2,@,No.1678,,,,,,
Average,52.56,,,,,,,,
Data Quantity,1712,,,,,,,,
Number of NG,0,,,,,,,,
No.,Force,Unit,Displacement,Unit,Judge,Position,Time,Date,
1,0.0,gf,0.000,mm,OK,--,9:15:42 PM,2/24/2026,
2,-0.1,gf,0.000,mm,OK,--,9:15:42 PM,2/24/2026,
3,-0.1,gf,0.000,mm,OK,--,9:15:42 PM,2/24/2026,
4,0.0,gf,0.000,mm,OK,--,9:15:42 PM,2/24/2026,
5,0.2,gf,0.000,mm,OK,--,9:15:42 PM,2/24/2026,
6,0.4,gf,0.005,mm,OK,--,9:15:43 PM,2/24/2026,
7,0.0,gf,0.005,mm,OK,--,9:15:43 PM,2/24/2026,
8,0.0,gf,0.005,mm,OK,--,9:15:43 PM,2/24/2026,
9,0.0,gf,0.005,mm,OK,--,9:15:43 PM,2/24/2026,
10,0.0,gf,0.010,mm,OK,--,9:15:43 PM,2/24/2026,
11,0.0,gf,0.010,mm,OK,--,9:15:43 PM,2/24/2026,
12,0.1,gf,0.015,mm,OK,--,9:15:43 PM,2/24/2026,
13,0.0,gf,0.015,mm,OK,--,9:15:43 PM,2/24/2026,
14,0.0,gf,0.020,mm,OK,--,9:15:43 PM,2/24/2026,
15,0.0,gf,0.020,mm,OK,--,9:15:43 PM,2/24/2026,
16,0.0,gf,0.025,mm,OK,--,9:15:44 PM,2/24/2026,
17,0.0,gf,0.025,mm,OK,--,9:15:44 PM,2/24/2026,
18,0.0,gf,0.030,mm,OK,--,9:15:44 PM,2/24/2026,
19,2.4,gf,0.035,mm,OK,--,9:15:44 PM,2/24/2026,
20,5.4,gf,0.035,mm,OK,--,9:15:44 PM,2/24/2026,
21,8.0,gf,0.040,mm,OK,--,9:15:44 PM,2/24/2026,
22,9.7,gf,0.040,mm,OK,--,9:15:44 PM,2/24/2026,
23,11.6,gf,0.040,mm,OK,--,9:15:44 PM,2/24/2026,
24,13.2,gf,0.045,mm,OK,--,9:15:44 PM,2/24/2026,
25,15.1,gf,0.045,mm,OK,--,9:15:44 PM,2/24/2026,
26,17.2,gf,0.050,mm,OK,--,9:15:45 PM,2/24/2026,
27,19.2,gf,0.050,mm,OK,--,9:15:45 PM,2/24/2026,
28,20.7,gf,0.050,mm,OK,--,9:15:45 PM,2/24/2026,
29,22.1,gf,0.055,mm,OK,--,9:15:45 PM,2/24/2026,
30,23.0,gf,0.055,mm,OK,--,9:15:45 PM,2/24/2026,
31,24.0,gf,0.055,mm,OK,--,9:15:45 PM,2/24/2026,
32,24.7,gf,0.055,mm,OK,--,9:15:45 PM,2/24/2026,
33,26.1,gf,0.055,mm,OK,--,9:15:45 PM,2/24/2026,
34,27.9,gf,0.060,mm,OK,--,9:15:45 PM,2/24/2026,
35,29.4,gf,0.060,mm,OK,--,9:15:45 PM,2/24/2026,
36,30.9,gf,0.060,mm,OK,--,9:15:46 PM,2/24/2026,
37,31.9,gf,0.065,mm,OK,--,9:15:46 PM,2/24/2026,
38,32.8,gf,0.065,mm,OK,--,9:15:46 PM,2/24/2026,
39,34.0,gf,0.065,mm,OK,--,9:15:46 PM,2/24/2026,
40,35.6,gf,0.065,mm,OK,--,9:15:46 PM,2/24/2026,
41,37.8,gf,0.070,mm,OK,--,9:15:46 PM,2/24/2026,
42,40.6,gf,0.070,mm,OK,--,9:15:46 PM,2/24/2026,
43,44.0,gf,0.075,mm,OK,--,9:15:46 PM,2/24/2026,
44,44.6,gf,0.080,mm,OK,--,9:15:46 PM,2/24/2026,
45,43.5,gf,0.080,mm,OK,--,9:15:46 PM,2/24/2026,
46,44.0,gf,0.085,mm,OK,--,9:15:47 PM,2/24/2026,
47,44.4,gf,0.085,mm,OK,--,9:15:47 PM,2/24/2026,
48,44.9,gf,0.090,mm,OK,--,9:15:47 PM,2/24/2026,
49,45.2,gf,0.090,mm,OK,--,9:15:47 PM,2/24/2026,
50,45.5,gf,0.090,mm,OK,--,9:15:47 PM,2/24/2026,
51,46.0,gf,0.095,mm,OK,--,9:15:47 PM,2/24/2026,
52,46.3,gf,0.095,mm,OK,--,9:15:47 PM,2/24/2026,
53,46.7,gf,0.095,mm,OK,--,9:15:47 PM,2/24/2026,
54,47.0,gf,0.100,mm,OK,--,9:15:47 PM,2/24/2026,
55,47.3,gf,0.100,mm,OK,--,9:15:47 PM,2/24/2026,
56,47.5,gf,0.105,mm,OK,--,9:15:48 PM,2/24/2026,
57,47.5,gf,0.105,mm,OK,--,9:15:48 PM,2/24/2026,
58,47.6,gf,0.110,mm,OK,--,9:15:48 PM,2/24/2026,
59,48.0,gf,0.115,mm,OK,--,9:15:48 PM,2/24/2026,
60,48.4,gf,0.115,mm,OK,--,9:15:48 PM,2/24/2026,
61,49.0,gf,0.120,mm,OK,--,9:15:48 PM,2/24/2026,
62,49.5,gf,0.125,mm,OK,--,9:15:48 PM,2/24/2026,
63,50.0,gf,0.125,mm,OK,--,9:15:48 PM,2/24/2026,
64,50.3,gf,0.130,mm,OK,--,9:15:48 PM,2/24/2026,
65,50.6,gf,0.135,mm,OK,--,9:15:48 PM,2/24/2026,
66,50.8,gf,0.135,mm,OK,--,9:15:49 PM,2/24/2026,
67,50.9,gf,0.140,mm,OK,--,9:15:49 PM,2/24/2026,
68,51.1,gf,0.140,mm,OK,--,9:15:49 PM,2/24/2026,
69,51.3,gf,0.145,mm,OK,--,9:15:49 PM,2/24/2026,
70,51.4,gf,0.150,mm,OK,--,9:15:49 PM,2/24/2026,
71,51.6,gf,0.150,mm,OK,--,9:15:49 PM,2/24/2026,
72,51.8,gf,0.155,mm,OK,--,9:15:49 PM,2/24/2026,
73,52.1,gf,0.160,mm,OK,--,9:15:49 PM,2/24/2026,
74,52.5,gf,0.165,mm,OK,--,9:15:49 PM,2/24/2026,
75,52.9,gf,0.170,mm,OK,--,9:15:49 PM,2/24/2026,
76,53.3,gf,0.170,mm,OK,--,9:15:50 PM,2/24/2026,
77,53.5,gf,0.175,mm,OK,--,9:15:50 PM,2/24/2026,
78,53.8,gf,0.175,mm,OK,--,9:15:50 PM,2/24/2026,
79,54.0,gf,0.180,mm,OK,--,9:15:50 PM,2/24/2026,
80,54.3,gf,0.180,mm,OK,--,9:15:50 PM,2/24/2026,
81,54.5,gf,0.185,mm,OK,--,9:15:50 PM,2/24/2026,
82,54.6,gf,0.190,mm,OK,--,9:15:50 PM,2/24/2026,
83,54.9,gf,0.190,mm,OK,--,9:15:50 PM,2/24/2026,
84,55.0,gf,0.195,mm,OK,--,9:15:50 PM,2/24/2026,
85,55.2,gf,0.195,mm,OK,--,9:15:50 PM,2/24/2026,
86,55.4,gf,0.195,mm,OK,--,9:15:51 PM,2/24/2026,
87,55.6,gf,0.200,mm,OK,--,9:15:51 PM,2/24/2026,
88,55.9,gf,0.205,mm,OK,--,9:15:51 PM,2/24/2026,
89,56.0,gf,0.210,mm,OK,--,9:15:51 PM,2/24/2026,
90,56.3,gf,0.215,mm,OK,--,9:15:51 PM,2/24/2026,
91,56.5,gf,0.225,mm,OK,--,9:15:51 PM,2/24/2026,
92,56.6,gf,0.230,mm,OK,--,9:15:51 PM,2/24/2026,
93,56.6,gf,0.235,mm,OK,--,9:15:51 PM,2/24/2026,
94,56.7,gf,0.240,mm,OK,--,9:15:51 PM,2/24/2026,
95,56.9,gf,0.245,mm,OK,--,9:15:51 PM,2/24/2026,
96,56.9,gf,0.250,mm,OK,--,9:15:52 PM,2/24/2026,
97,57.0,gf,0.255,mm,OK,--,9:15:52 PM,2/24/2026,
98,57.2,gf,0.255,mm,OK,--,9:15:52 PM,2/24/2026,
99,57.3,gf,0.260,mm,OK,--,9:15:52 PM,2/24/2026,
100,57.4,gf,0.265,mm,OK,--,9:15:52 PM,2/24/2026,
101,57.6,gf,0.270,mm,OK,--,9:15:52 PM,2/24/2026,
102,57.6,gf,0.275,mm,OK,--,9:15:52 PM,2/24/2026,
103,57.6,gf,0.280,mm,OK,--,9:15:52 PM,2/24/2026,
104,57.6,gf,0.285,mm,OK,--,9:15:52 PM,2/24/2026,
105,57.7,gf,0.290,mm,OK,--,9:15:52 PM,2/24/2026,
106,57.7,gf,0.290,mm,OK,--,9:15:53 PM,2/24/2026,
107,57.6,gf,0.295,mm,OK,--,9:15:53 PM,2/24/2026,
108,57.6,gf,0.300,mm,OK,--,9:15:53 PM,2/24/2026,
109,57.7,gf,0.300,mm,OK,--,9:15:53 PM,2/24/2026,
110,57.7,gf,0.305,mm,OK,--,9:15:53 PM,2/24/2026,
111,57.7,gf,0.305,mm,OK,--,9:15:53 PM,2/24/2026,
112,58.0,gf,0.310,mm,OK,--,9:15:53 PM,2/24/2026,
113,58.1,gf,0.315,mm,OK,--,9:15:53 PM,2/24/2026,
114,58.1,gf,0.320,mm,OK,--,9:15:53 PM,2/24/2026,
115,58.1,gf,0.320,mm,OK,--,9:15:53 PM,2/24/2026,
116,58.0,gf,0.325,mm,OK,--,9:15:54 PM,2/24/2026,
117,58.1,gf,0.325,mm,OK,--,9:15:54 PM,2/24/2026,
118,58.2,gf,0.325,mm,OK,--,9:15:54 PM,2/24/2026,
119,58.3,gf,0.330,mm,OK,--,9:15:54 PM,2/24/2026,
120,58.2,gf,0.330,mm,OK,--,9:15:54 PM,2/24/2026,
121,58.3,gf,0.330,mm,OK,--,9:15:54 PM,2/24/2026,
122,58.2,gf,0.330,mm,OK,--,9:15:54 PM,2/24/2026,
123,58.3,gf,0.335,mm,OK,--,9:15:54 PM,2/24/2026,
124,58.4,gf,0.335,mm,OK,--,9:15:54 PM,2/24/2026,
125,58.5,gf,0.335,mm,OK,--,9:15:54 PM,2/24/2026,
126,58.5,gf,0.335,mm,OK,--,9:15:55 PM,2/24/2026,
