Maximum,192.2,@,No.1176,,,,,
Minimum,-0.2,@,No.2388,,,,,
Average,54.46,,,,,,,
Data Quantity,2405,,,,,,,
Number of NG,0,,,,,,,
No.,Force,Unit,Displacement,Unit,Judge,Position,Time,Date
2215,36.9,gf,0.9,mm,OK,--,8:59:58 AM,1/10/2026
2216,37,gf,0.9,mm,OK,--,8:59:58 AM,1/10/2026
2217,36.9,gf,0.895,mm,OK,--,8:59:58 AM,1/10/2026
2218,36.8,gf,0.885,mm,OK,--,8:59:58 AM,1/10/2026
2219,36.3,gf,0.88,mm,OK,--,8:59:58 AM,1/10/2026
2220,35.6,gf,0.875,mm,OK,--,8:59:58 AM,1/10/2026
2221,35.3,gf,0.865,mm,OK,--,8:59:58 AM,1/10/2026
2222,34.6,gf,0.855,mm,OK,--,8:59:59 AM,1/10/2026
2223,34.3,gf,0.85,mm,OK,--,8:59:59 AM,1/10/2026
2224,33.7,gf,0.845,mm,OK,--,8:59:59 AM,1/10/2026
2225,34.2,gf,0.835,mm,OK,--,8:59:59 AM,1/10/2026
2226,34.5,gf,0.83,mm,OK,--,8:59:59 AM,1/10/2026
2227,34.3,gf,0.825,mm,OK,--,8:59:59 AM,1/10/2026
2228,33.9,gf,0.82,mm,OK,--,8:59:59 AM,1/10/2026
2229,33.3,gf,0.815,mm,OK,--,8:59:59 AM,1/10/2026
2230,32.8,gf,0.815,mm,OK,--,8:59:59 AM,1/10/2026
2231,32.3,gf,0.81,mm,OK,--,8:59:59 AM,1/10/2026
2232,31.8,gf,0.805,mm,OK,--,9:00:00 AM,1/10/2026
2233,31.3,gf,0.805,mm,OK,--,9:00:00 AM,1/10/2026
2234,30.8,gf,0.8,mm,OK,--,9:00:00 AM,1/10/2026
2235,30.1,gf,0.795,mm,OK,--,9:00:00 AM,1/10/2026
2236,29.5,gf,0.79,mm,OK,--,9:00:00 AM,1/10/2026
2237,29.3,gf,0.78,mm,OK,--,9:00:00 AM,1/10/2026
2238,29.4,gf,0.775,mm,OK,--,9:00:00 AM,1/10/2026
2239,29.6,gf,0.765,mm,OK,--,9:00:00 AM,1/10/2026
2240,29.3,gf,0.76,mm,OK,--,9:00:00 AM,1/10/2026
2241,29.3,gf,0.755,mm,OK,--,9:00:00 AM,1/10/2026
2242,29.1,gf,0.755,mm,OK,--,9:00:01 AM,1/10/2026
2243,28.8,gf,0.75,mm,OK,--,9:00:01 AM,1/10/2026
2244,28.5,gf,0.745,mm,OK,--,9:00:01 AM,1/10/2026
2245,28,gf,0.74,mm,OK,--,9:00:01 AM,1/10/2026
2246,28,gf,0.735,mm,OK,--,9:00:01 AM,1/10/2026
2247,27.8,gf,0.73,mm,OK,--,9:00:01 AM,1/10/2026
2248,27.2,gf,0.725,mm,OK,--,9:00:01 AM,1/10/2026
2249,26.8,gf,0.72,mm,OK,--,9:00:01 AM,1/10/2026
2250,26.9,gf,0.715,mm,OK,--,9:00:01 AM,1/10/2026
2251,26.7,gf,0.715,mm,OK,--,9:00:01 AM,1/10/2026
2252,26.7,gf,0.71,mm,OK,--,9:00:02 AM,1/10/2026
2253,26.7,gf,0.705,mm,OK,--,9:00:02 AM,1/10/2026
2254,26.6,gf,0.705,mm,OK,--,9:00:02 AM,1/10/2026
2255,26.9,gf,0.7,mm,OK,--,9:00:02 AM,1/10/2026
2256,27.3,gf,0.695,mm,OK,--,9:00:02 AM,1/10/2026
2257,27.6,gf,0.695,mm,OK,--,9:00:02 AM,1/10/2026
2258,27.9,gf,0.69,mm,OK,--,9:00:02 AM,1/10/2026
2259,28.1,gf,0.685,mm,OK,--,9:00:02 AM,1/10/2026
2260,27.8,gf,0.685,mm,OK,--,9:00:02 AM,1/10/2026
2261,27.7,gf,0.68,mm,OK,--,9:00:02 AM,1/10/2026
2262,27.5,gf,0.68,mm,OK,--,9:00:03 AM,1/10/2026
2263,27.2,gf,0.675,mm,OK,--,9:00:03 AM,1/10/2026
2264,27.2,gf,0.67,mm,OK,--,9:00:03 AM,1/10/2026
2265,27.1,gf,0.665,mm,OK,--,9:00:03 AM,1/10/2026
2266,26.7,gf,0.665,mm,OK,--,9:00:03 AM,1/10/2026
2267,26.1,gf,0.66,mm,OK,--,9:00:03 AM,1/10/2026
2268,25.9,gf,0.655,mm,OK,--,9:00:03 AM,1/10/2026
2269,26.1,gf,0.655,mm,OK,--,9:00:03 AM,1/10/2026
2270,26.5,gf,0.65,mm,OK,--,9:00:03 AM,1/10/2026
2271,26.7,gf,0.65,mm,OK,--,9:00:03 AM,1/10/2026
2272,26.5,gf,0.645,mm,OK,--,9:00:04 AM,1/10/2026
2273,26.5,gf,0.64,mm,OK,--,9:00:04 AM,1/10/2026
2274,26.5,gf,0.64,mm,OK,--,9:00:04 AM,1/10/2026
2275,26.8,gf,0.635,mm,OK,--,9:00:04 AM,1/10/2026
2276,26.6,gf,0.63,mm,OK,--,9:00:04 AM,1/10/2026
2277,26.9,gf,0.625,mm,OK,--,9:00:04 AM,1/10/2026
2278,27.1,gf,0.62,mm,OK,--,9:00:04 AM,1/10/2026
2279,27.1,gf,0.615,mm,OK,--,9:00:04 AM,1/10/2026
2280,26.9,gf,0.61,mm,OK,--,9:00:04 AM,1/10/2026
2281,26.8,gf,0.6,mm,OK,--,9:00:04 AM,1/10/2026
2282,26.5,gf,0.595,mm,OK,--,9:00:05 AM,1/10/2026
2283,26.5,gf,0.585,mm,OK,--,9:00:05 AM,1/10/2026
2284,27.5,gf,0.58,mm,OK,--,9:00:05 AM,1/10/2026
2285,27.2,gf,0.575,mm,OK,--,9:00:05 AM,1/10/2026
2286,27.1,gf,0.57,mm,OK,--,9:00:05 AM,1/10/2026
2287,27.1,gf,0.565,mm,OK,--,9:00:05 AM,1/10/2026
2288,27.3,gf,0.56,mm,OK,--,9:00:05 AM,1/10/2026
2289,27.4,gf,0.555,mm,OK,--,9:00:05 AM,1/10/2026
2290,27.5,gf,0.555,mm,OK,--,9:00:05 AM,1/10/2026
2291,27.7,gf,0.55,mm,OK,--,9:00:05 AM,1/10/2026
2292,27.6,gf,0.55,mm,OK,--,9:00:06 AM,1/10/2026
2293,27.5,gf,0.545,mm,OK,--,9:00:06 AM,1/10/2026
2294,27.7,gf,0.54,mm,OK,--,9:00:06 AM,1/10/2026
2295,28.1,gf,0.54,mm,OK,--,9:00:06 AM,1/10/2026
2296,28.3,gf,0.535,mm,OK,--,9:00:06 AM,1/10/2026
2297,28.3,gf,0.535,mm,OK,--,9:00:06 AM,1/10/2026
2298,28.3,gf,0.53,mm,OK,--,9:00:06 AM,1/10/2026
2299,28.3,gf,0.53,mm,OK,--,9:00:06 AM,1/10/2026
2300,28.1,gf,0.525,mm,OK,--,9:00:06 AM,1/10/2026
2301,28.3,gf,0.52,mm,OK,--,9:00:06 AM,1/10/2026
2302,28.6,gf,0.515,mm,OK,--,9:00:07 AM,1/10/2026
2303,28.7,gf,0.515,mm,OK,--,9:00:07 AM,1/10/2026
2304,28.6,gf,0.51,mm,OK,--,9:00:07 AM,1/10/2026
2305,28.7,gf,0.51,mm,OK,--,9:00:07 AM,1/10/2026
2306,28.6,gf,0.505,mm,OK,--,9:00:07 AM,1/10/2026
2307,28.4,gf,0.5,mm,OK,--,9:00:07 AM,1/10/2026
2308,28,gf,0.5,mm,OK,--,9:00:07 AM,1/10/2026
2309,27.9,gf,0.495,mm,OK,--,9:00:07 AM,1/10/2026
2310,27.9,gf,0.49,mm,OK,--,9:00:07 AM,1/10/2026
2311,28.1,gf,0.485,mm,OK,--,9:00:07 AM,1/10/2026
2312,28,gf,0.485,mm,OK,--,9:00:08 AM,1/10/2026
2313,28,gf,0.48,mm,OK,--,9:00:08 AM,1/10/2026
2314,28,gf,0.475,mm,OK,--,9:00:08 AM,1/10/2026
2315,28,gf,0.475,mm,OK,--,9:00:08 AM,1/10/2026
2316,27.9,gf,0.47,mm,OK,--,9:00:08 AM,1/10/2026
2317,27.7,gf,0.465,mm,OK,--,9:00:08 AM,1/10/2026
2318,27.6,gf,0.46,mm,OK,--,9:00:08 AM,1/10/2026
2319,27.6,gf,0.455,mm,OK,--,9:00:08 AM,1/10/2026
2320,27.5,gf,0.45,mm,OK,--,9:00:08 AM,1/10/2026
2321,27.5,gf,0.45,mm,OK,--,9:00:08 AM,1/10/2026
2322,27.5,gf,0.445,mm,OK,--,9:00:09 AM,1/10/2026
2323,27.4,gf,0.445,mm,OK,--,9:00:09 AM,1/10/2026
2324,27.4,gf,0.44,mm,OK,--,9:00:09 AM,1/10/2026
2325,27.2,gf,0.435,mm,OK,--,9:00:09 AM,1/10/2026
2326,27.2,gf,0.43,mm,OK,--,9:00:09 AM,1/10/2026
2327,27,gf,0.425,mm,OK,--,9:00:09 AM,1/10/2026
2328,26.8,gf,0.42,mm,OK,--,9:00:09 AM,1/10/2026
2329,26.8,gf,0.415,mm,OK,--,9:00:09 AM,1/10/2026
2330,26.9,gf,0.415,mm,OK,--,9:00:09 AM,1/10/2026
2331,26.7,gf,0.41,mm,OK,--,9:00:09 AM,1/10/2026
2332,26.7,gf,0.41,mm,OK,--,9:00:10 AM,1/10/2026
2333,26.7,gf,0.405,mm,OK,--,9:00:10 AM,1/10/2026
2334,26.9,gf,0.405,mm,OK,--,9:00:10 AM,1/10/2026
2335,27.1,gf,0.4,mm,OK,--,9:00:10 AM,1/10/2026
2336,27.1,gf,0.4,mm,OK,--,9:00:10 AM,1/10/2026
2337,27.1,gf,0.395,mm,OK,--,9:00:10 AM,1/10/2026
2338,27.3,gf,0.395,mm,OK,--,9:00:10 AM,1/10/2026
2339,27.3,gf,0.395,mm,OK,--,9:00:10 AM,1/10/2026
2340,27.4,gf,0.39,mm,OK,--,9:00:10 AM,1/10/2026
2341,27.3,gf,0.39,mm,OK,--,9:00:10 AM,1/10/2026
2342,27.2,gf,0.39,mm,OK,--,9:00:11 AM,1/10/2026
2343,27.2,gf,0.385,mm,OK,--,9:00:11 AM,1/10/2026
2344,27.2,gf,0.38,mm,OK,--,9:00:11 AM,1/10/2026
2345,27.2,gf,0.375,mm,OK,--,9:00:11 AM,1/10/2026
2346,27.7,gf,0.365,mm,OK,--,9:00:11 AM,1/10/2026
2347,27.5,gf,0.355,mm,OK,--,9:00:11 AM,1/10/2026
2348,27.5,gf,0.35,mm,OK,--,9:00:11 AM,1/10/2026
2349,27.8,gf,0.34,mm,OK,--,9:00:11 AM,1/10/2026
2350,28.2,gf,0.335,mm,OK,--,9:00:11 AM,1/10/2026
2351,29.4,gf,0.325,mm,OK,--,9:00:11 AM,1/10/2026
2352,29.6,gf,0.32,mm,OK,--,9:00:12 AM,1/10/2026
2353,29.7,gf,0.31,mm,OK,--,9:00:12 AM,1/10/2026
2354,29.6,gf,0.305,mm,OK,--,9:00:12 AM,1/10/2026
2355,29,gf,0.3,mm,OK,--,9:00:12 AM,1/10/2026
2356,28.5,gf,0.295,mm,OK,--,9:00:12 AM,1/10/2026
2357,27.9,gf,0.285,mm,OK,--,9:00:12 AM,1/10/2026
2358,26.8,gf,0.28,mm,OK,--,9:00:12 AM,1/10/2026
2359,25,gf,0.27,mm,OK,--,9:00:12 AM,1/10/2026
2360,23.4,gf,0.26,mm,OK,--,9:00:12 AM,1/10/2026
2361,21.5,gf,0.25,mm,OK,--,9:00:12 AM,1/10/2026
2362,20.7,gf,0.245,mm,OK,--,9:00:13 AM,1/10/2026
2363,20.6,gf,0.24,mm,OK,--,9:00:13 AM,1/10/2026
2364,18.8,gf,0.23,mm,OK,--,9:00:13 AM,1/10/2026
2365,16.2,gf,0.225,mm,OK,--,9:00:13 AM,1/10/2026
2366,13.3,gf,0.225,mm,OK,--,9:00:13 AM,1/10/2026
2367,10,gf,0.22,mm,OK,--,9:00:13 AM,1/10/2026
2368,7.3,gf,0.215,mm,OK,--,9:00:13 AM,1/10/2026
2369,5.1,gf,0.215,mm,OK,--,9:00:13 AM,1/10/2026
2370,3,gf,0.21,mm,OK,--,9:00:13 AM,1/10/2026
2371,0,gf,0.205,mm,OK,--,9:00:13 AM,1/10/2026
2372,0,gf,0.2,mm,OK,--,9:00:14 AM,1/10/2026
2373,0,gf,0.19,mm,OK,--,9:00:14 AM,1/10/2026
2374,0,gf,0.175,mm,OK,--,9:00:14 AM,1/10/2026
2375,0.1,gf,0.17,mm,OK,--,9:00:14 AM,1/10/2026
2376,-0.1,gf,0.155,mm,OK,--,9:00:14 AM,1/10/2026
2377,0,gf,0.145,mm,OK,--,9:00:14 AM,1/10/2026
2378,0.1,gf,0.14,mm,OK,--,9:00:14 AM,1/10/2026
2379,0.1,gf,0.13,mm,OK,--,9:00:14 AM,1/10/2026
2380,0.1,gf,0.12,mm,OK,--,9:00:14 AM,1/10/2026
2381,0,gf,0.11,mm,OK,--,9:00:14 AM,1/10/2026
2382,0,gf,0.105,mm,OK,--,9:00:15 AM,1/10/2026
2383,0,gf,0.095,mm,OK,--,9:00:15 AM,1/10/2026
2384,-0.1,gf,0.085,mm,OK,--,9:00:15 AM,1/10/2026
2385,0,gf,0.08,mm,OK,--,9:00:15 AM,1/10/2026
2386,0.1,gf,0.08,mm,OK,--,9:00:15 AM,1/10/2026
2387,0.1,gf,0.08,mm,OK,--,9:00:15 AM,1/10/2026
2388,-0.2,gf,0.08,mm,OK,--,9:00:15 AM,1/10/2026
2389,0.1,gf,0.08,mm,OK,--,9:00:15 AM,1/10/2026
2390,0.1,gf,0.08,mm,OK,--,9:00:15 AM,1/10/2026
2391,0,gf,0.08,mm,OK,--,9:00:15 AM,1/10/2026
2392,0.4,gf,0.08,mm,OK,--,9:00:16 AM,1/10/2026
2393,0.1,gf,0.085,mm,OK,--,9:00:16 AM,1/10/2026
2394,-0.1,gf,0.09,mm,OK,--,9:00:16 AM,1/10/2026
2395,0,gf,0.09,mm,OK,--,9:00:16 AM,1/10/2026
2396,0,gf,0.09,mm,OK,--,9:00:16 AM,1/10/2026
2397,0,gf,0.095,mm,OK,--,9:00:16 AM,1/10/2026
2398,0,gf,0.095,mm,OK,--,9:00:16 AM,1/10/2026
2399,0.1,gf,0.095,mm,OK,--,9:00:16 AM,1/10/2026
2400,0,gf,0.1,mm,OK,--,9:00:16 AM,1/10/2026
2401,0,gf,0.1,mm,OK,--,9:00:16 AM,1/10/2026
2402,0,gf,0.105,mm,OK,--,9:00:17 AM,1/10/2026
2403,0.1,gf,0.105,mm,OK,--,9:00:17 AM,1/10/2026
2404,0,gf,0.105,mm,OK,--,9:00:17 AM,1/10/2026
2405,0,gf,0.11,mm,OK,--,9:00:17 AM,1/10/2026
