Maximum,193.7,@,No.1091,,,,,,
Minimum,-0.1,@,No.5,,,,,,
Average,51.43,,,,,,,,
Data Quantity,2106,,,,,,,,
Number of NG,0,,,,,,,,
No.,Force,Unit,Displacement,Unit,Judge,Position,Time,Date,
1,0.0,gf,0.000,mm,OK,--,10:05:15 PM,4/14/2026,
2,0.0,gf,0.000,mm,OK,--,10:05:15 PM,4/14/2026,
3,0.1,gf,0.000,mm,OK,--,10:05:15 PM,4/14/2026,
4,0.0,gf,0.000,mm,OK,--,10:05:15 PM,4/14/2026,
5,-0.1,gf,0.005,mm,OK,--,10:05:15 PM,4/14/2026,
6,0.1,gf,0.005,mm,OK,--,10:05:15 PM,4/14/2026,
7,0.0,gf,0.005,mm,OK,--,10:05:16 PM,4/14/2026,
8,0.0,gf,0.010,mm,OK,--,10:05:16 PM,4/14/2026,
9,0.0,gf,0.010,mm,OK,--,10:05:16 PM,4/14/2026,
10,0.0,gf,0.010,mm,OK,--,10:05:16 PM,4/14/2026,
11,0.0,gf,0.010,mm,OK,--,10:05:16 PM,4/14/2026,
12,0.0,gf,0.010,mm,OK,--,10:05:16 PM,4/14/2026,
13,0.0,gf,0.015,mm,OK,--,10:05:16 PM,4/14/2026,
14,0.0,gf,0.015,mm,OK,--,10:05:16 PM,4/14/2026,
15,0.0,gf,0.015,mm,OK,--,10:05:16 PM,4/14/2026,
16,0.0,gf,0.015,mm,OK,--,10:05:16 PM,4/14/2026,
17,0.0,gf,0.015,mm,OK,--,10:05:17 PM,4/14/2026,
18,0.0,gf,0.015,mm,OK,--,10:05:17 PM,4/14/2026,
19,0.0,gf,0.020,mm,OK,--,10:05:17 PM,4/14/2026,
20,0.0,gf,0.020,mm,OK,--,10:05:17 PM,4/14/2026,
21,0.0,gf,0.020,mm,OK,--,10:05:17 PM,4/14/2026,
22,0.0,gf,0.020,mm,OK,--,10:05:17 PM,4/14/2026,
23,0.0,gf,0.025,mm,OK,--,10:05:17 PM,4/14/2026,
24,0.0,gf,0.025,mm,OK,--,10:05:17 PM,4/14/2026,
25,0.4,gf,0.025,mm,OK,--,10:05:17 PM,4/14/2026,
26,1.8,gf,0.030,mm,OK,--,10:05:17 PM,4/14/2026,
27,3.4,gf,0.030,mm,OK,--,10:05:18 PM,4/14/2026,
28,5.0,gf,0.030,mm,OK,--,10:05:18 PM,4/14/2026,
29,6.4,gf,0.035,mm,OK,--,10:05:18 PM,4/14/2026,
30,7.6,gf,0.035,mm,OK,--,10:05:18 PM,4/14/2026,
31,8.7,gf,0.035,mm,OK,--,10:05:18 PM,4/14/2026,
32,9.7,gf,0.035,mm,OK,--,10:05:18 PM,4/14/2026,
33,10.7,gf,0.040,mm,OK,--,10:05:18 PM,4/14/2026,
34,11.7,gf,0.040,mm,OK,--,10:05:18 PM,4/14/2026,
35,12.5,gf,0.040,mm,OK,--,10:05:18 PM,4/14/2026,
36,13.3,gf,0.040,mm,OK,--,10:05:18 PM,4/14/2026,
37,14.1,gf,0.045,mm,OK,--,10:05:19 PM,4/14/2026,
38,15.0,gf,0.045,mm,OK,--,10:05:19 PM,4/14/2026,
39,15.9,gf,0.045,mm,OK,--,10:05:19 PM,4/14/2026,
40,16.9,gf,0.045,mm,OK,--,10:05:19 PM,4/14/2026,
41,18.2,gf,0.045,mm,OK,--,10:05:19 PM,4/14/2026,
42,19.6,gf,0.050,mm,OK,--,10:05:19 PM,4/14/2026,
43,20.8,gf,0.050,mm,OK,--,10:05:19 PM,4/14/2026,
44,21.8,gf,0.050,mm,OK,--,10:05:19 PM,4/14/2026,
45,23.1,gf,0.055,mm,OK,--,10:05:19 PM,4/14/2026,
46,24.2,gf,0.055,mm,OK,--,10:05:19 PM,4/14/2026,
47,25.2,gf,0.055,mm,OK,--,10:05:20 PM,4/14/2026,
